title,url,author,documentType,sourceName,visualizationType,technology,thumbnail,date
Close Votes - visualizing voting similarities for the Dutch 2012 national elections,http://tulpinteractive.com/close-votes/,Jan Willem Tulp,,,,,,
Tweitgeist: Live Top Hashtags on Twitter,http://tweitgeist.colinsurprenant.com/,Colin Surprenant,standalone visualization,,line chart; stacked bar chart; stream graph,twitter; storm; ruby; redis,,
Multiple area charts with d3.js,http://tympanus.net/codrops/2012/08/29/multiple-area-charts-with-d3-js/,Tyler Craft,Specific tutorials,,are chart,,,
Web-Based Visualization Part 1: The D3.js Key Concept,http://ui-cloud.com/web-based-visualization-part-1-the-d3-js-key-concept/,,tutorial,,,,,
Jim Vallandingham portfolio,http://vallandingham.me/,Jim Vallandingham,collection,,,,,
Creating Animated Bubble Charts in D3,http://vallandingham.me/bubble_charts_in_d3.html,Jim Vallandingham,Specific tutorials,,bubble chart,,,
Word Frequency Bubble Clouds,http://vallandingham.me/bubble_cloud/,,,,bubble chart,,,
Feltronifier,http://vallandingham.me/feltronifier/,,,,,,,
Small Multiples with Details on Demand,http://vallandingham.me/small_multiples_with_details.html,Jim Vallandingham,tutorial,,small multiples,,,
Old Visualizations Made New Again,http://vallandingham.me/vis/,Jim Vallandingham,,,,,,
Composition of Church Membership by State: 1890,http://vallandingham.me/vis/church_by_state.html,,,,,,,
Animated Bubble Chart of Gates Educational Donations,http://vallandingham.me/vis/gates/,,,,bubble chart,,,
Jobs by state,http://vallandingham.me/vis/jobs_by_state.html,,,,,,,
License Usage Dashboard,http://vallandingham.me/vis/matlab_license.html,,,,,,,
We're In The Money: How Much Do The Movies We Love Make?,http://vallandingham.me/vis/movie,,,,,,,
Proportion of Foreign Born in Large Cities: 1900,http://vallandingham.me/vis/nationality_by_city.html,,,,,,,
Visualizing The Racial Divide,http://vallandingham.me/vis/racial_divide.html,,,,,,,
Use the Force! Video,http://vimeo.com/29458354,Mike Bostock,talks,Trulia,,,,
First steps in data visualisation using d3.js,http://vimeo.com/35005701,Mike Dewar,talks,New York Open Stat. Prog. Meetup,,,,
Realtime Visualizations w/ D3 and Backbone,http://vimeo.com/45558674,Andrew Cholakian,video conference,vimeo,,,,
PhD in the Bundestag,http://vis.databeast.org/vis/story/D3/mdbphd/doktortitel.html,Cosmin Cabulea,standalone visualization,,floating bubbles,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-7-13%202.42.33%20PM.png,
U.S. Population Pyramid,http://vis.stanford.edu/jheer/d3/pyramid/shift.html,Jeff Heer,,,,,,
D3: Data-Driven Documents,http://vis.stanford.edu/papers/d3,"Michael Bostock, Vadim Ogievetsky, Jeffrey Heer",Publication,Proc. InfoVis,,,,
Major League Baseball Home Runs 1995-2010,http://visual-baseball.com/d3/baseball/Drillable_Bar_Charts/HR.html,Ken Cherven,,,,,,
Visual.ly tagged D3.js,http://visual.ly/search/node?keys=d3.js,,collection,,,,,
Inequality in America,http://visual.ly/vizbox/inequality-in-america/,EJ Fox,,,,,,
Visualizing Swiss politicians on Twitter using D3.js,http://visurus.wordpress.com/2012/08/30/visualizing-swiss-politicians-on-twitter-using-d3-js/,Ralph,,,,,,
Introduction to D3.js,http://vogievetsky.github.com/IntroD3/,Vadim Ogievetsky,tutorial,github page,,,,
VVVV viewer,http://vvvvjs.quasipartikel.at/,,,,,,,
Intro to d3,http://webholics.github.com/talk-munichjs-d3/#2.0,JavaScript User Group Munich,talks,,,,,
d34raphael,http://webmonarch.github.com/d34raphael/usage.html,,code library,github page,,raphael,,
Scatterize,http://webtasks.keck.waisman.wisc.edu/scatterize/d/Acdck0qHJo#h=2&m=OLS&x=1&y=6,Nate Vack,,,scatterplot,,,
SPARQLy GUIs: Linked Data and Semantic Web technologies,http://wiki.cfcl.com/bin/view/Projects/SPARQLy/GUIs/WebHome,Rich Morin,code library,,table; bar chart,SPARQL,,
Wind History,http://windhistory.com/,,,,,,https://a248.e.akamai.net/camo.github.com/1ba21e65688d29f2d40850ab33ab15b666aef341/687474703a2f2f64336a732e6f72672f65782f77696e64686973746f72792e706e67,
Combining D3 and Ember to Build Interactive Maps,http://www.alexrothenberg.com/2012/05/30/interactive-maps-with-d3-and-ember.html,AlexRothenberg,blog post,,map,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-27-13%2010.21.16%20AM.png,
Fuzzy Link-Bot,http://www.atomodo.com/flb/?e=13839%2025793#,Andrew Collins,,,,,,
Visualising a real-time DataSift feed with Node and D3.js,http://www.benh.co.uk/datasift/visualising-a-datasift-feed-with-node-and-d3/,Ben Hagan,blog post,,,,,
D3 Treemap with Title Headers,http://www.billdwhite.com/wordpress/?p=496,Bill White,,,treemap,,,
GSA-Leased Opportunity Dashboard,http://www.capitolmarkets.com/gsa-leased-investment-opportunity/,,,,,,,
CubicHamiltonianGraphs,http://www.christophermanning.org/projects/building-cubic-hamiltonian-graphs-from-lcf-notation/,Christopher Manning,,,network,,https://a248.e.akamai.net/camo.github.com/6c34ada46080dccfc42f3f28cd63a5f829a8da0d/687474703a2f2f64336a732e6f72672f65782f6c63662e706e67,
Building Cubic Hamiltonian Graphs from LCF Notation,http://www.christophermanning.org/projects/building-cubic-hamiltonian-graphs-from-lcf-notation/,Christopher Manning,,,,,,
Chicago Lobbyists,http://www.christophermanning.org/projects/chicago-lobbyists-force-directed-graph-visualization/,Christopher Manning,,,,,,
Chicago Ward Remap Outlines,http://www.christophermanning.org/projects/chicago-ward-remap-outlines/,Christopher Manning,,,,,,
Voronoi Diagram with Force Directed Nodes and Delaunay Links,http://www.christophermanning.org/projects/voronoi-diagram-with-force-directed-nodes-and-delaunay-links/,Christopher Manning,,,voronoi,,https://a248.e.akamai.net/camo.github.com/0484f431e23957a8c71ab3c177bbb367fb5bd853/687474703a2f2f64336a732e6f72672f65782f666f7263652d766f726f6e6f692e706e67,
List of all the Gists from Mike Bostock,http://www.cloudshapes.co.uk/labs/mike-bostock-gists/,Roland Dunn,collection,,,,,
D3.js crash course,http://www.codeproject.com/Articles/523444/D3-crash-course,Espen Harlinn,tutorial,codeproject,,,,
Interactive Publication History,http://www.cs.umd.edu/~bederson/papers/index.html,Ben Bederson,,,bubble chart; timeline,,https://a248.e.akamai.net/camo.github.com/285d005e60b50a7d3ef7cc8b3f9597110bb70778/687474703a2f2f64336a732e6f72672f65782f6265646572736f6e2d707562732e706e67,
Bar chart code generator and online editor,http://www.d3-generator.com/,,,,bar chart,,,
Drawing Chemical Structures with Force Layout,http://www.d3coder.com/2012/07/01/drawing-chemical-structures-with-force-layout/,Evan Zamir,blog post,,force layout,,http://i47.tinypic.com/1zqarsn.png,7/1/2012
D3.js Tips and Tricks,http://www.d3noob.org/,d3noob,Introductory tutorials,,,,,
Using Plunker for development and hosting your D3.js creations,http://www.d3noob.org/2012/12/using-plunker-for-development-and.html,d3noob,blog post,,,plunker,,
Learn how to make Data Visualizations with D3.js,http://www.dashingd3js.com/,Dashingd3js,Introductory tutorials,,,,,
SVG Group Element and D3.js,http://www.dashingd3js.com/svg-group-element-and-d3js,DashingD3js,tutorial,,,,,
What Do You Work For?,http://www.datavizchallenge.org/viz/73,Jeffrey Baumes,,,,,,
Visualizing document similarity over time,http://www.davidmasad.com/sandbox/FirmClusters.html,,,,,,,
Forecast of Mexican 2012 presidential election,http://www.diegovalle.net/electometer,Diego Valle-Jones,,,,,,
D3 graphics in a Pergola SVG UI,http://www.dotuscomus.com/pergola/pergola_1.4.0/ExamplesHTML/D3/multiD3.html,Domenico Strazzullo,library,,ui,pergola,http://kwout.com/cutout/c/5y/tf/ehr_w200.jpg,
Visualizing NetworkX graphs in the browser using D3,http://www.drewconway.com/zia/?p=2765,,,,network,networkx,,
Scatterplot for K-Means clustering visualization,http://www.ericbullington.com/articles/2012/01/31/kmeans-visualization,,,,scatterplot,,,
"d3 O'Clock: Building a Virtual Analog Clock with d3.js, Part I",http://www.ericbullington.com/articles/2012/10/27/d3-oclock,Eric S. Bullington,Introductory tutorials,,,,,
A Visit From The Goon Squad - Interactive Character Map,http://www.filosophy.org/projects/goonsquad/,Filip Zembowicz,,,,,,
NFL salaries by team and position,"http://www.guardian.co.uk/sport/interactive/2013/jan/30/nfl-salaries-team-position#baltimore-ravens,san-francisco-49ers",Julian Burgess,news,,bar chart; bubble chart,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-6-13%2011.33.24%20PM.png,
Using d3 visualization for fraud detection and trending,http://www.hiregion.com/2012/08/using-d3-visualization-for-fraud.html,,blog post,,parallel coordinates,,,
The first thing that should be shown in any Trigonometry class,http://www.humblesoftware.com/demos/trig_d3,,,,math,,,
Twitter Influencer Visualization,http://www.influencermoth.com/,Erik Driessen,,,,,,
Is Barack Obama the President? (Balloon charts),http://www.isbarackobamathepresident.com/,,,,,,,
Conway's game of life in D3.js,http://www.janwillemtulp.com/2011/03/22/tutorial-conways-game-of-life-in-d3/,Jan Willem Tulp,tutorial,,cellular automaton,,,
Jan Willem Tulp portfolio,http://www.janwillemtulp.com/category/d3/,Jan Willem Tulp,collection,,,,,
Number of unique rectangle-free 4-colourings for an nxm grid,http://www.jasondavies.com/17x17/,Jason Davies,,,math,,,
9-Patch Quilt Generator,http://www.jasondavies.com/9patch/,Jason Davies,,,math,,,
American Forces in Afghanistan and Iraq,http://www.jasondavies.com/american-forces-in-afghanistan-and-iraq/,Jason Davies,,,,,,
Animated Bézier Curves,http://www.jasondavies.com/animated-bezier/,Jason Davies,,,,,https://a248.e.akamai.net/camo.github.com/28d86b6d6ba76eebd03fcbf90e816024d62f2bea/687474703a2f2f64336a732e6f72672f65782f62657a6965722e706e67,
Animated Quasicrystals,http://www.jasondavies.com/animated-quasicrystals/,Jason Davies,,,math,,,
Animated Trigonometry,http://www.jasondavies.com/animated-trig/,Jason Davies,,,math,,,
Apollonian Gasket,http://www.jasondavies.com/apollonian-gasket/,Jason Davies,,,,,,
Monte Carlo simulation of bifurcations in the logistic map,http://www.jasondavies.com/bifurcation/,Jason Davies,,,math,,,
Bloom Filters,http://www.jasondavies.com/bloomfilter/,Jason Davies,,,math,,,
Biham-Middleton-Levine Traffic Model,http://www.jasondavies.com/bml/,Jason Davies,,,math,,,
Bubbles,http://www.jasondavies.com/bubbles/,Jason Davies,,,,,,
Calkin-Wilf Tree,http://www.jasondavies.com/calkin-wilf-tree/,Jason Davies,,,math,,,
Carotid-Kundalini Fractal Explorer,http://www.jasondavies.com/carotid/,Jason Davies,,,math,,,
Coffee Flavour Wheel,http://www.jasondavies.com/coffee-wheel/,Jason Davies,,,sunburst,,https://a248.e.akamai.net/camo.github.com/3579d11cf675da2a12ffcdad356e524978b97434/687474703a2f2f64336a732e6f72672f65782f636f666665652e706e67,
Collatz Graph: All Numbers Lead to One,http://www.jasondavies.com/collatz-graph/,Jason Davies,,,network,,https://a248.e.akamai.net/camo.github.com/7bca10845c6e0caa0abdfbcfb96f293150dfa059/687474703a2f2f64336a732e6f72672f65782f636f6c6c61747a2e706e67,
Complete Graphs,http://www.jasondavies.com/complete-graphs/,Jason Davies,,,network,,,
Crayola Colour Chronology,http://www.jasondavies.com/crayola/,Jason Davies,,,,,,
Detecting Duplicates in O(1) Space and O(n) Time,http://www.jasondavies.com/duplicates/,Jason Davies,,,math,,,
Latest Earthquakes,http://www.jasondavies.com/earthquakes/#3.00/20.00/805.00,Jason Davies,,,,,,
Factorisation Diagrams,http://www.jasondavies.com/factorisation-diagrams/,Jason Davies,,,math,,,
Gaussian Primes,http://www.jasondavies.com/gaussian-primes/,Jason Davies,,,math,,,
Girko's Circular Law,http://www.jasondavies.com/girko-circle/,Jason Davies,,,math,,,
The Music of Graphs,http://www.jasondavies.com/graph-music/,Jason Davies,,,network,,http://kwout.com/cutout/w/6e/83/6t9_w200.jpg,
Hamming Quilt,http://www.jasondavies.com/hamming-quilt/,Jason Davies,,,math,,,
Hilbert Curve,http://www.jasondavies.com/hilbert-curve/,Jason Davies,,,math,,,
Hilbert Stocks,"http://www.jasondavies.com/hilbert-stocks/#GOOG,ADBE",Jason Davies,,,math,,,
Leibniz Spiral,http://www.jasondavies.com/leibniz-spiral/,Jason Davies,,,math,,,
Antipodes,http://www.jasondavies.com/maps/antipodes/,Jason Davies,,,math,,,
Geographic Clipping,http://www.jasondavies.com/maps/clip/,Jason Davies,,,map,,,
Dorling World Map,http://www.jasondavies.com/maps/dorling-world/,Jason Davies,,,cartogram,,,
Random Points on a Sphere,http://www.jasondavies.com/maps/random-points/,Jason Davies,,,math,,,
Topology-Preserving Geometry Simplification,http://www.jasondavies.com/maps/simplify/,Jason Davies,,,math,,,
Quadratic Koch Island Simplification,http://www.jasondavies.com/maps/simplify/koch/,Jason Davies,,,math,,,
Mobile Patent Lawsuits,http://www.jasondavies.com/mobile-lawsuits/,Jason Davies,,,chord diagram,,http://kwout.com/cutout/8/tm/dx/5az_w200.jpg,
Morley's trisector theorem,http://www.jasondavies.com/morley-triangle/,Jason Davies,,,math,,,
Combinatorial Necklaces and Bracelets,http://www.jasondavies.com/necklaces/,Jason Davies,,,math,,,
Parallel Sets,http://www.jasondavies.com/parallel-sets/,Jason Davies,,,parallel set,,https://a248.e.akamai.net/camo.github.com/a7e365d093b0184a39bb7170251ae588e129a768/687474703a2f2f64336a732e6f72672f65782f706172736574732e706e67,
Planarity,http://www.jasondavies.com/planarity/,Jason Davies,,,network,,http://kwout.com/cutout/h/w5/ur/wdc_w200.jpg,
Infinite Plasma Fractal,http://www.jasondavies.com/plasma/,Jason Davies,,,math,,,
Poincaré Disc,http://www.jasondavies.com/poincare-disc/,Jason Davies,,,math,,,
El Patrón de los Números Primos,http://www.jasondavies.com/primos/,Jason Davies,,,math,,,
Linear Programming,http://www.jasondavies.com/psum/lp/,Jason Davies,,,,,,
Proof of Pythagoras's Theorem,http://www.jasondavies.com/pythagoras-proof/,Jason Davies,,,math,,,
Random Arboretum,http://www.jasondavies.com/random-arboretum/,Jason Davies,,,math,,,
From Random Polygon to Ellipse,http://www.jasondavies.com/random-polygon-ellipse/,Jason Davies,,,math,,,
Rhodonea Curve,http://www.jasondavies.com/rhodonea/,Jason Davies,,,math,,,
Set Partitions,http://www.jasondavies.com/set-partitions/,Jason Davies,,,,,,
Sorting Visualisations,http://www.jasondavies.com/sorting/,Jason Davies,,,math,,,
Sunflower Phyllotaxis,http://www.jasondavies.com/sunflower-phyllotaxis/,Jason Davies,,,math,,,
Phylogenetic Tree of Life,http://www.jasondavies.com/tree-of-life/,Jason Davies,,,tree,,,
Tübingen,http://www.jasondavies.com/tuebingen/,Jason Davies,,,,,,
Voronoi Boids: Voroboids,http://www.jasondavies.com/voroboids/,Jason Davies,,,voronoi,,,
Wave,http://www.jasondavies.com/wave/,Jason Davies,,,,,,
WordCloud,http://www.jasondavies.com/wordcloud/,Jason Davies,,,word cloud,,https://a248.e.akamai.net/camo.github.com/f2c71c540f16e8cc81cde8afbff95dd8b6c23ee1/687474703a2f2f64336a732e6f72672f65782f636c6f75642e706e67,
Tag Cloud,http://www.jasondavies.com/wordcloud/,Jason Davies,,,tag cloud,,,
Chord diagram with Dex,http://www.javainc.com/projects/dex/examples/vis/d3/presidents/presidentPartyChord.html,Patrick Martin,standalone visualization,,chord diagram,dex,,
Manipulating data like a boss with d3,http://www.jeromecukier.net/blog/2012/05/28/manipulating-data-like-a-boss-with-d3/,Jerome Cukier,Introductory tutorials,,,,,
Jérôme Cukier portfolio,http://www.jeromecukier.net/blog/category/d3/,Jerome Cukier,collection,,,,,
Places in the Game of Thrones,http://www.jeromecukier.net/projects/agot/places.html,Jérôme Cukier,,,,,,
Gun homicides in America 2010,http://www.jeromecukier.net/projects/crime/murders.html,Jérôme Cukier,,,,,,
Cellular automata,http://www.jeromecukier.net/projects/models/ca.html,Jérôme Cukier,,,math,,,
Game of life,http://www.jeromecukier.net/projects/models/life.html,Jérôme Cukier,,,math,,,
Markov processes,http://www.jeromecukier.net/projects/models/markov.html,Jérôme Cukier,,,math,,,
La Nuit Blanche,http://www.jeromecukier.net/projects/models/nuitblanche.html,Jérôme Cukier,,,,,,
Percolation model,http://www.jeromecukier.net/projects/models/percolate.html,Jérôme Cukier,,,math,,,
The Polya process,http://www.jeromecukier.net/projects/models/polya.html,Jérôme Cukier,,,math,,,
Schelling's segregation model,http://www.jeromecukier.net/projects/models/segregate.html,Jérôme Cukier,,,math,,,
Koalas to the Max,http://www.koalastothemax.com/,,,,,,https://a248.e.akamai.net/camo.github.com/7761b9d7b6cd69a9a5e38ef19c82e00a7ed77238/687474703a2f2f64336a732e6f72672f65782f6b6f616c61732e706e67,
Koalas to the Max!,http://www.koalastothemax.com/,Vadim Ogievetsky,,,experiment,,,
Eurozone crisis: more than debt,http://www.larsko.org/v/euc/,Lars Kotthoff,standalone visualization,,radar chart,,,
Various visualisations especially with d3.geo,http://www.larsko.org/VisualisationPlayground,Lars Kotthoff,,,,,,
Last Chart! - See the Music,http://www.lastchart.com,,,,,,,
De Maastricht au traité budgétaire : les oui et les non de 39 personnalités politiques,http://www.lemonde.fr/politique/visuel/2012/09/18/de-maastricht-au-traite-budgetaire-les-oui-et-les-non-de-39-personnalites-politiques_1760615_823448.html,,,,bubble chart,,,
Bay Area d3 User Group,http://www.meetup.com/Bay-Area-d3-User-Group/,,Meetup,,,,,
Boston d3.js User Group,http://www.meetup.com/Boston-d3-js-User-Group/,,Meetup,,,,,
NYC D3.js,http://www.meetup.com/NYC-D3-JS/,,Meetup,,,,,
Clinical trials in Multiple Sclerosis,http://www.mgrafit.com/00-projects/proj01-MSTrials/MStrials.html,Francois Mercier,standalone visualization,,floating bubbles,,,
Comparison of MS trials baseline characteristics,http://www.mgrafit.com/00-projects/proj02-PCPbaseline/PCPbaseline.html,Francois Mercier,standalone visualization,,parallel coordinates,,http://kwout.com/cutout/m/fj/9g/yjb_w200.jpg,
Can people localize sounds with one functional ear?,http://www.neural-code.com/Visualize/monaural.html,Marc van Wanrooij,standalone visualization,,bubble chart,,,
Pyramid charts: demographic transition in the US,http://www.newscientist.com/embedded/us-demographics-2050,,,,pyramid chart,,,
Selecties EK 2012,http://www.nu.nl/files/datajournalistiek/ek/ek2012.htm#.UKJ5yuOe8ww,,,,chord diagram,,,
Four Ways to Slice Obama's 2013 Budget Proposal,http://www.nytimes.com/interactive/2012/02/13/us/politics/2013-budget-proposal-graphic.html,Shan Carter,news,nytimes,bubble chart,,https://a248.e.akamai.net/camo.github.com/18decf4a057357729ca35a7b1cb2fc31f887b23d/687474703a2f2f64336a732e6f72672f65782f6275646765742e706e67,
Who Voted for Rick Santorum and Mitt Romney,http://www.nytimes.com/interactive/2012/03/07/us/politics/how-candidates-fared-with-different-demographic-groups.html,,news,nytimes,,,,
The Facebook Offering: How It Compares,http://www.nytimes.com/interactive/2012/05/17/business/dealbook/how-the-facebook-offering-compares.html,Jeremy Ashkenas,news,nytimes,scatterplot,,https://a248.e.akamai.net/camo.github.com/3fb6699cd8462e7a82b69c04ac5cb37b968c0f09/687474703a2f2f64336a732e6f72672f65782f66616365626f6f6b2d69706f2e706e67,
Facebook IPO,http://www.nytimes.com/interactive/2012/05/17/business/dealbook/how-the-facebook-offering-compares.html,,,,,,https://a248.e.akamai.net/camo.github.com/3fb6699cd8462e7a82b69c04ac5cb37b968c0f09/687474703a2f2f64336a732e6f72672f65782f66616365626f6f6b2d69706f2e706e67,
All the Medalists: Men's 100-Meter Freestyle,http://www.nytimes.com/interactive/2012/08/01/sports/olympics/racing-against-history.html,,news,nytimes,,,,
Drought and Deluge in the Lower 48,http://www.nytimes.com/interactive/2012/08/11/sunday-review/drought-history.html,,news,nytimes,,,,
Drought Extends Crops Wither,http://www.nytimes.com/interactive/2012/08/24/us/drought-crops.html,,news,nytimes,,,,
At the Democratic Convention the Words Being Used,http://www.nytimes.com/interactive/2012/09/04/us/politics/democratic-convention-words.html,,news,nytimes,,,,
At the National Conventions the Words They Used,http://www.nytimes.com/interactive/2012/09/06/us/politics/convention-word-counts.html,,news,nytimes,,,,
How the Chicago Public School District Compares,http://www.nytimes.com/interactive/2012/09/14/us/how-the-chicago-public-school-district-compares.html,,news,nytimes,,,,
Over the Decades How States Have Shifted,http://www.nytimes.com/interactive/2012/10/15/us/politics/swing-history.html,,news,nytimes,,,,
512 Paths to the White House,http://www.nytimes.com/interactive/2012/11/02/us/politics/paths-to-the-white-house.html,,news,nytimes,tree,,https://lh5.googleusercontent.com/-KhI8U9vJ4i0/UPO5vUHI9BI/AAAAAAAABS4/EI6N-YANKaM/s800/white_house.png,
How Obama Won Re-election,http://www.nytimes.com/interactive/2012/11/07/us/politics/obamas-diverse-base-of-support.html,,news,nytimes,,,,
A Chicago Divided by Killings,http://www.nytimes.com/interactive/2013/01/02/us/chicago-killings.html,Mike Bostock; Shan Carter; Kevin Quealy,news,,map,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-6-13%2010.59.18%20AM.png,2/1/2013
A Migration of Unmarried Men,http://www.nytimes.com/interactive/2013/01/15/us/a-migration-of-unmarried-men.html?ref=us,Kevin Quealy,,,slopegraph; map,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-27-13%2010.08.27%20AM.png,
Dissecting a Trailer: The Parts of the Film That Make the Cut,http://www.nytimes.com/interactive/2013/02/19/movies/awardsseason/oscar-trailers.html,Mike Bostock; Shan Carter; Amanda Cox,news,nytimes,time series; timing diagram,video,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-27-13%2010.26.31%20AM.png,
"Among the Oscar Contenders, a Host of Connections",http://www.nytimes.com/interactive/2013/02/20/movies/among-the-oscar-contenders-a-host-of-connections.html,Mike Bostock; Shan Carter; Josh Keller,news,nytimes,network,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-21-13%203.27.38%20PM.png,
Home energy consumption,http://www.prcweb.co.uk/lab/energy,Peter Cook,,,,,,
D3 for Mere Mortals,http://www.recursion.org/d3-for-mere-mortals/,Luke Francl,Introductory tutorials,,,,,
Co-Authors Chords,http://www.rjbaxley.com/p/publications.html,Bob Baxley,standalone visualization,,chord diagram,,,
A sea of tweets: what are italians saying about the election,http://www.seaoftweets.com/,Carlo Zapponi,standalone visualization,,time series,twitter,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-22-13%209.54.01%20AM.png,
Reports for Simple,http://www.simple.com/blog/Simple/announcing-reports,,product,,,,,
Introduction to d3.js and data-driven visualizations,http://www.skillshare.com/Introduction-to-d3js-and-data-driven-visualizations/1912580409,Kenny Peng,Introductory tutorials,,,,,
Students's seating habits,http://www.skyrill.com/seatinghabits/,Skyrill.com,,,,,,
University of Washington Departments,http://www.sorens.in/posts/2012-8-11-uw-courses,Matthew Sorensen,,,,,,
Building a UML editor in JS,http://www.tikalk.com/javascript/building-uml-editor-javascript-part-3,Udi h Bauman,blog post,,diagram,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-18-13%2010.23.02%20AM.png,
Football passes,http://www.tips-for-excel.com/MCFC/Passes.html,,,,chord diagram,,,
Relations of football players participating in Euro 2012,http://www.torlaune.de/euro-2012/spieler-relationen/,,,,,,,
Remittance flows,http://www.torre.nl/remittances/,Roxana Torre,standalone visualization,,chord diagram,,,
D3.js experiments in the console,http://www.ultrasaurus.com/sarahblog/2012/03/d3-js-experiments-in-the-console/,Sarah Allen,Introductory tutorials,,,,,
D3.js and a little bit of ClosureScript,http://www.ustream.tv/channel/gaslighters,Carin Meier,video,,,closurescript,,
Data Visualization Using D3.js,http://www.ustream.tv/recorded/20313703,Jim McCusker,talks,TWed talk,,,,
Creating Basic Charts using d3.js,http://www.verisi.com/resources/d3-tutorial-basic-charts.htm,Ben Lorica,Introductory tutorials,,,,,
AFL Brownlow Medalists,http://www.vislives.com/2011/09/brownlow-medal-winners-visualization.html),,,,,,,
David Foster Wallace's 'Infinite Jest',http://www.vislives.com/2011/12/infinite-jest-visualization.html,Chris Pudney,,scatterplot,,,,
When is Easter?,http://www.vislives.com/2012/04/when-is-easter-sunday.html,,,bar chart,,,,
Formula 1 Lap Chart,http://www.vislives.com/2012/05/d3js-transitions-zoom-zoom.html,,,,,,,
Summer Olympics Home Ground Advantage,http://www.vislives.com/2012/10/summer-olympics-home-ground-advantage.html,,,,,,,
World Bank Global Development Sprint,http://www.visualizing.org/sprint/global-development-sprint,Mahir M. Yavuz,,,scatterplot,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-22-13%201.14.52%20PM.png,
London Olympics Perceptions - Donuts to Chord Diagram Transition,http://www.visualizing.org/visualizations/uk-olympic-sentiment-analysis,Kyle Foreman; Peter Hamilton; Cristina Grigoruta,,,,,,
UN Global Pulse 2010 Visualization,http://www.visualizing.org/visualizations/un-global-pulse-visualization,Eduardo Graells; Ruth Garcia,,,,,,
Urban Water Explorer,http://www.visualizing.org/visualizations/urban-water-explorer/,Jan Willem Tulp,,,,,,
Kind of 3D with D3,http://www.web-maps.com/gisblog/?p=1370,Randy George,blog post,,map,topojson,,
World Wide Women's Rights,http://www.wimdows.nl/datavis/lib/D3/ciripleth-area-exp.html,Wimdows.nl,,,,,,
Dimensional Changes in Wood,http://www.woodchanges.com/,Luis Carli; Rafael Passarelli,blog post,,box plot,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-25-13%201.24.15%20PM.png,
Beautiful visualizations with D3.js,http://www.youtube.com/watch?v=JAlZ0uJnqkA,S Anand,video,,,,,
D3.js Presentation,http://zzolo.github.com/d3js-example-presentation/,Alan Palazzolo,tutorial,github page,,,,
Data Visualization at MinnPost,http://zzolo.github.com/mjc-data-visualization-presentation/,Alan Palazzolo,tutorial,github page,,,,
Splay Tree animation with Dart D3.js and local storage,https://bitbucket.org/davidagraf/dartsplaytree/src,David Graf,code library,bitbucket,,dart; local storage,,
Bitdeli: Custom analytics with Python and GitHub,https://bitdeli.com/,,,,,,,
Startup Salary & Equity Compensation,https://blog.wealthfront.com/startup-employee-equity-compensation/,Jared Jacobs,,,,,,
Render sever-side using Phantomjs,https://blogs.law.harvard.edu/jreyes/2012/12/13/render-d3-js-driven-svg-server-side/,,code viewer,jsfiddle,,phantomjs,,
VIM keymap,https://dl.dropbox.com/u/3397495/VIM/VIMKEYMAP/manual_svg_014.html,Dealga McArdle,standalone visualization,,,,,
"A sprintf-like function using d3,js",https://gist.github.com/stepheneb/2045912,Stephen Bannasch,plugin,gist,,,,
Very limited in-progress attempt to hook d3.js up to three.js,https://github.com/asutherland/d3-threeD,Andrew Sutherland,source code,github code,dot plot,three.js,,
Time Series,https://github.com/boorad/d3-tsline,,source code,github code,,,,
Infro.js: Filtering Tabular Data,https://github.com/cakey/infro,Ben Shaw,code library,github,,,,
Dagre: Directed graph rendering,https://github.com/cpettitt/dagre/,Chris Pettitt,code library,github code,network,,http://christopheviau.com/d3_thumbs/TinyGrab%20Screen%20Shot%202-18-13%206.17.07%20AM.png,
Chernoff faces Fisheye Geodesic grid Hive plot Horizon chart Sankey diagram,https://github.com/d3/d3-plugins,,source code,github code,chernoff faces; fisheye; hive plot; horizon chart; sankey,,,
Plotsk: A python/coffeescript/d3.js-based library for plotting data in a web browser,https://github.com/davidcox/plotsk,David Cox,source code,github code,,coffeescript; python,,
Adventures in D3,https://github.com/enjalot/adventures_in_d3,,source code,github code,,,,
Job Flow,https://github.com/fod/job_flow_vis,,source code,github code,,,,
Reusable Interdependent Interactive Histograms,https://github.com/gajus/interdependent-interactive-histograms,,source code,github code,histogram,,,
Reusable Pie Charts,https://github.com/gajus/pie-chart,,source code,github code,pie chart,,,
ggplot2 + d3 = r2d3,https://github.com/hadley/r2d3,,source code,github code,,ggplot2,,
